_id,controllerId,instrumentId,name,value,ts,mining,color,category,createdAt,updatedAt
660ed7179044d763190a4819,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248599,YUMPAG,#0bb97d,success,2024-04-04T16:36:39.178Z,2024-04-04T16:36:39.178Z
660ed7559044d763190a5236,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248661,YUMPAG,#0bb97d,success,2024-04-04T16:37:41.140Z,2024-04-04T16:37:41.140Z
660ed7939044d763190a5b6b,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248723,YUMPAG,#0bb97d,success,2024-04-04T16:38:43.060Z,2024-04-04T16:38:43.060Z
660ed7d09044d763190a64f7,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248784,YUMPAG,#0bb97d,success,2024-04-04T16:39:44.983Z,2024-04-04T16:39:44.983Z
660ed80e9044d763190a6f0d,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248846,YUMPAG,#0bb97d,success,2024-04-04T16:40:46.944Z,2024-04-04T16:40:46.944Z
660ed84c9044d763190a791a,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248908,YUMPAG,#0bb97d,success,2024-04-04T16:41:48.899Z,2024-04-04T16:41:48.899Z
660ed88a9044d763190a8259,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248970,YUMPAG,#0bb97d,success,2024-04-04T16:42:50.835Z,2024-04-04T16:42:50.835Z
660ed8c89044d763190a8bcf,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712249032,YUMPAG,#0bb97d,success,2024-04-04T16:43:52.789Z,2024-04-04T16:43:52.789Z
660ed9069044d763190a95d7,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712249094,YUMPAG,#0bb97d,success,2024-04-04T16:44:54.721Z,2024-04-04T16:44:54.721Z
660ed9449044d763190a9fe3,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712249156,YUMPAG,#0bb97d,success,2024-04-04T16:45:56.663Z,2024-04-04T16:45:56.663Z
